Date,SWE,PREC_ACCUM,TMax_F,TMin_F,TAge_F,PREC_INCR
1989-02-19,18.1,18.0,33,26,29,0.30
1989-02-20,18.7,18.3,26,22,24,0.20
1989-02-21,18.7,18.5,34,20,26,0.00
1989-02-22,18.7,18.5,49,24,35,0.00
1989-02-23,18.7,18.5,54,35,44,0.00
1989-02-24,18.7,18.5,55,34,44,0.00
1989-02-25,18.7,18.5,54,40,46,0.00
1989-02-26,18.7,18.5,40,25,33,0.50
1989-02-27,18.8,19.0,31,17,25,0.20
1989-02-28,18.9,19.2,37,22,28,0.00
1989-03-01,18.9,19.2,,,,0.00
1989-03-02,18.9,19.2,41,26,35,0.80
1989-03-03,20.1,20.0,26,6,14,0.40
1989-03-04,20.6,20.4,26,2,15,0.00
1989-03-05,20.4,20.4,42,20,29,0.10
1989-03-06,20.4,20.5,47,29,37,0.00
1989-03-07,20.4,20.5,52,35,42,0.00
1989-03-08,20.3,20.5,59,37,48,0.00
1989-03-09,19.8,20.5,65,47,55,0.00
1989-03-10,19.4,20.5,66,47,54,0.00
1989-03-11,19.0,20.5,61,43,52,0.00
1989-03-12,18.4,20.5,62,39,48,0.00
1989-03-13,17.3,20.5,48,23,35,0.20
1989-03-14,17.1,20.7,29,19,23,0.00
1989-03-15,17.0,20.7,46,21,34,0.00
1989-03-16,17.3,20.7,52,25,40,0.80
1989-03-17,17.5,21.5,38,22,28,0.10
1989-03-18,17.6,21.6,45,29,36,0.20
1989-03-19,17.8,21.8,40,24,31,0.70
1989-03-20,18.7,22.5,38,22,27,0.10
1989-03-21,18.8,22.6,48,21,35,0.00
1989-03-22,18.8,22.6,49,33,39,0.10
1989-03-23,18.9,22.7,52,32,41,0.10
1989-03-24,17.8,22.8,58,34,45,0.00
1989-03-25,16.4,22.8,56,33,42,0.00
1989-03-26,15.9,22.8,44,28,34,0.30
1989-03-27,16.2,23.1,43,28,33,0.30
1989-03-28,16.4,23.4,54,32,41,0.00
1989-03-29,15.7,23.4,38,27,32,0.10
1989-03-30,15.8,23.5,38,23,31,0.00
1989-03-31,16.0,23.5,53,29,38,0.10
1989-04-01,16.4,23.6,49,28,36,0.20
1989-04-02,16.5,23.8,39,27,33,0.70
1989-04-03,17.5,24.5,39,27,33,0.70
1989-04-04,18.1,25.2,39,26,31,0.10
1989-04-05,18.3,25.3,55,31,44,0.00
1989-04-06,18.0,25.3,60,41,50,0.00
1989-04-07,17.3,25.3,63,45,54,0.00
1989-04-08,15.4,25.3,54,40,47,0.00
1989-04-09,14.0,25.3,46,22,38,0.00
1989-04-10,13.6,25.3,58,18,36,0.10
1989-04-11,13.2,25.4,48,32,38,0.10
1989-04-12,13.1,25.5,54,31,42,0.00
1989-04-13,12.2,25.5,59,34,47,0.00
1989-04-14,11.3,25.5,65,42,54,0.00
1989-04-15,10.2,25.5,62,42,51,0.00
1989-04-16,9.4,25.5,60,37,49,0.00
1989-04-17,7.8,25.5,63,44,53,0.00
1989-04-18,6.0,25.5,68,41,56,0.00
1989-04-19,4.0,25.5,73,51,62,0.00
1989-04-20,2.1,25.5,74,52,61,0.00
1989-04-21,0.9,25.5,69,52,61,0.00
1989-04-22,0.0,25.5,61,43,54,0.00
1989-04-23,0.0,25.5,59,32,43,0.00
1989-04-24,0.0,25.5,61,36,48,0.00
1989-04-25,0.0,25.5,50,33,40,0.00
1989-04-26,0.0,25.5,38,27,31,1.00
1989-04-27,0.6,26.5,42,29,33,0.00
1989-04-28,0.5,26.5,45,28,34,0.00
1989-04-29,0.0,26.5,47,29,36,0.00
1989-04-30,0.0,26.5,51,30,40,0.00
1989-05-01,0.0,26.5,61,38,49,0.00
1989-05-02,0.0,26.5,57,38,48,0.00
1989-05-03,0.0,26.5,53,39,45,0.00
1989-05-04,0.0,26.5,55,38,46,0.00
1989-05-05,0.0,26.5,69,42,55,0.00
1989-05-06,0.0,26.5,69,42,55,0.00
1989-05-07,0.0,26.5,78,56,66,0.00
1989-05-08,0.0,26.5,74,53,64,0.00
1989-05-09,0.0,26.5,79,49,60,0.00
1989-05-10,0.0,26.5,68,45,56,0.00
1989-05-11,0.0,26.5,58,34,44,0.50
1989-05-12,0.0,27.0,44,31,35,0.20
1989-05-13,0.0,27.2,48,28,38,0.00
1989-05-14,0.0,27.2,46,33,37,0.00
1989-05-15,0.0,27.2,50,36,40,0.20
1989-05-16,0.0,27.4,54,35,43,0.00
1989-05-17,0.0,27.4,60,38,49,0.00
1989-05-18,0.0,27.4,72,31,53,0.00
1989-05-19,0.0,27.4,50,25,39,0.00
1989-05-20,0.0,27.4,69,35,53,0.00
1989-05-21,0.0,27.4,69,44,58,0.00
1989-05-22,0.0,27.4,77,47,64,0.00
1989-05-23,0.0,27.4,73,37,58,0.00
1989-05-24,0.0,27.4,49,31,41,0.00
1989-05-25,0.0,27.4,50,29,40,0.00
1989-05-26,0.0,27.4,62,30,46,0.00
1989-05-27,0.0,27.4,74,44,61,0.00
1989-05-28,0.0,27.4,73,41,60,0.00
1989-05-29,0.0,27.4,61,35,47,0.00
1989-05-30,0.0,27.4,53,33,40,0.50
1989-05-31,0.0,27.9,56,33,41,0.00
1989-06-01,0.0,27.9,64,36,48,0.00
1989-06-02,0.0,27.9,70,45,54,0.00
1989-06-03,0.0,27.9,67,41,51,0.00
1989-06-04,0.0,27.9,59,41,47,0.00
1989-06-05,0.0,27.9,70,44,52,0.40
1989-06-06,0.0,28.3,65,40,52,0.10
1989-06-07,0.0,28.4,71,44,56,0.00
1989-06-08,0.0,28.4,69,46,56,0.00
1989-06-09,0.0,28.4,74,46,57,0.60
1989-06-10,0.0,29.0,69,46,57,0.00
1989-06-11,0.0,29.0,74,51,61,0.00
1989-06-12,0.0,29.0,72,48,61,0.00
1989-06-13,0.0,29.0,73,42,60,0.00
1989-06-14,0.0,29.0,82,53,67,0.00
1989-06-15,0.0,29.0,89,58,74,0.00
1989-06-16,0.0,29.0,74,48,60,0.00
1989-06-17,0.0,29.0,76,43,61,0.00
1989-06-18,0.0,29.0,86,58,73,0.00
1989-06-19,0.0,29.0,86,63,75,0.00
1989-06-20,0.0,29.0,72,33,54,0.00
1989-06-21,0.0,29.0,60,29,45,0.10
1989-06-22,0.0,29.1,62,38,49,0.00
1989-06-23,0.0,29.1,58,39,46,0.00
1989-06-24,0.0,29.1,60,37,46,0.00
1989-06-25,0.0,29.1,66,40,54,0.00
1989-06-26,0.0,29.1,75,45,61,0.00
1989-06-27,0.0,29.1,78,53,66,0.00
1989-06-28,0.0,29.1,78,50,65,0.00
1989-06-29,0.0,29.1,82,53,69,0.00
1989-06-30,0.0,29.1,83,56,71,0.00
1989-07-01,0.0,29.1,82,52,68,0.00
1989-07-02,0.0,29.1,88,58,72,0.00
1989-07-03,0.0,29.1,91,62,76,0.00
1989-07-04,0.0,29.1,92,61,78,0.00
1989-07-05,0.0,29.1,89,62,76,0.00
1989-07-06,0.0,29.1,95,58,76,0.00
1989-07-07,0.0,29.1,93,64,80,0.00
1989-07-08,0.0,29.1,92,67,79,0.00
1989-07-09,0.0,29.1,89,58,71,0.00
1989-07-10,0.0,29.1,85,59,71,0.10
1989-07-11,0.0,29.2,89,57,71,0.00
1989-07-12,0.0,29.2,78,51,62,1.10
1989-07-13,0.0,30.3,81,47,66,0.00
1989-07-14,0.0,30.3,86,53,69,0.00
1989-07-15,0.0,30.3,88,58,72,0.00
1989-07-16,0.0,30.3,84,57,71,0.00
1989-07-17,0.0,30.3,78,53,66,0.00
1989-07-18,0.0,30.3,89,50,71,0.00
1989-07-19,0.0,30.3,95,62,77,0.00
1989-07-20,0.0,30.3,96,64,77,0.00
1989-07-21,0.0,30.3,88,62,73,0.00
1989-07-22,0.0,30.3,87,58,71,0.00
1989-07-23,0.0,30.3,84,60,71,0.00
1989-07-24,0.0,30.3,88,53,73,0.00
1989-07-25,0.0,30.3,90,62,75,0.00
1989-07-26,0.0,30.3,88,58,71,0.00
1989-07-27,0.0,30.3,20,25,,0.00
1989-07-28,0.0,30.3,83,60,69,0.00
1989-07-29,0.0,30.3,,,,0.00
1989-07-30,0.0,30.3,92,58,74,0.00
1989-07-31,0.0,30.3,94,65,77,0.00
1989-08-01,0.0,30.3,84,60,68,0.00
1989-08-02,0.0,30.3,84,57,71,0.10
1989-08-03,0.0,30.4,83,54,71,0.00
1989-08-04,0.0,30.4,84,58,70,0.00
1989-08-05,0.0,30.4,85,55,70,0.00
1989-08-06,0.0,30.4,87,57,72,0.00
1989-08-07,0.0,30.4,89,52,72,0.00
1989-08-08,0.0,30.4,87,59,71,0.00
1989-08-09,0.0,30.4,81,56,65,0.00
1989-08-10,0.0,30.4,81,54,67,0.00
1989-08-11,0.0,30.4,75,55,63,0.00
1989-08-12,0.0,30.4,83,51,65,0.10
1989-08-13,0.0,30.5,88,52,68,0.00
1989-08-14,0.0,30.5,79,54,64,0.00
1989-08-15,0.0,30.5,86,56,69,0.00
1989-08-16,0.0,30.5,86,58,72,0.00
1989-08-17,0.0,30.5,83,49,67,0.10
1989-08-18,0.0,30.6,78,46,61,0.00
1989-08-19,0.0,30.6,75,47,60,0.00
1989-08-20,0.0,30.6,78,50,60,0.00
1989-08-21,0.0,30.6,77,50,64,0.00
1989-08-22,0.0,30.6,82,53,66,0.00
1989-08-23,0.0,30.6,80,42,64,0.10
1989-08-24,0.0,30.7,52,38,42,0.30
1989-08-25,0.0,31.0,68,35,53,0.00
1989-08-26,0.0,31.0,78,41,60,0.00
1989-08-27,0.0,31.0,79,51,64,0.00
1989-08-28,0.0,31.0,78,47,63,0.00
1989-08-29,0.0,31.0,85,55,70,0.00
1989-08-30,0.0,31.0,82,51,70,0.00
1989-08-31,0.0,31.0,74,43,59,0.00
1989-09-01,0.0,31.0,81,50,65,0.00
1989-09-02,0.0,31.0,80,49,67,0.00
1989-09-03,0.0,31.0,74,46,58,0.00
1989-09-04,0.0,31.0,80,47,62,0.00
1989-09-05,0.0,31.0,83,53,68,0.00
1989-09-06,0.0,31.0,80,53,66,0.00
1989-09-07,0.0,31.0,80,53,66,0.00
1989-09-08,0.0,31.0,80,53,66,0.00
1989-09-09,0.0,31.0,68,40,52,0.00
1989-09-10,0.0,31.0,62,40,50,0.20
1989-09-11,0.0,31.2,63,33,46,0.00
1989-09-12,0.0,31.2,61,35,46,0.00
1989-09-13,0.0,31.2,65,35,51,0.00
1989-09-14,0.0,31.2,71,44,57,0.00
1989-09-15,0.0,31.2,77,48,62,0.00
1989-09-16,0.0,31.2,79,52,63,0.00
1989-09-17,0.0,31.2,75,46,58,0.40
1989-09-18,0.0,31.6,67,41,50,0.10
1989-09-19,0.0,31.7,67,41,50,0.40
1989-09-20,0.0,32.1,47,39,43,0.70
1989-09-21,0.0,32.8,65,37,48,0.00
1989-09-22,0.0,32.8,71,40,51,0.00
1989-09-23,0.0,32.8,74,43,57,0.00
1989-09-24,0.0,32.8,78,51,64,0.00
1989-09-25,0.0,32.8,79,50,64,0.00
1989-09-26,0.0,32.8,,,,0.00
1989-09-27,0.0,32.8,73,51,61,0.00
1989-09-28,0.0,32.8,79,46,60,0.00
1989-09-29,0.0,32.8,80,54,66,0.10
1989-09-30,0.0,32.9,74,40,56,0.00
1989-10-01,0.0,0.0,58,38,47,0.00
1989-10-02,0.0,0.0,66,40,52,0.10
1989-10-03,0.0,0.1,58,35,44,0.20
1989-10-04,0.0,0.3,50,32,39,0.00
1989-10-05,0.0,0.3,56,33,43,0.00
1989-10-06,0.0,0.3,59,38,46,0.00
1989-10-07,0.0,0.3,59,36,46,0.00
1989-10-08,0.0,0.3,61,40,50,0.00
1989-10-09,0.0,0.3,65,41,53,0.00
1989-10-10,0.0,0.3,72,47,58,0.00
1989-10-11,0.0,0.3,69,51,58,0.00
1989-10-12,0.0,0.3,73,49,60,0.00
1989-10-13,0.0,0.3,73,48,60,0.00
1989-10-14,0.0,0.3,70,47,56,0.20
1989-10-15,0.0,0.5,55,36,45,0.00
1989-10-16,0.0,0.5,48,27,36,0.00
1989-10-17,0.0,0.5,51,28,40,0.00
1989-10-18,0.0,0.5,60,34,44,0.00
1989-10-19,0.0,0.5,66,38,49,0.00
1989-10-20,0.0,0.5,64,41,51,0.00
1989-10-21,0.0,0.5,58,39,47,0.00
1989-10-22,0.0,0.5,56,38,45,0.00
1989-10-23,0.0,0.5,64,42,50,0.00
1989-10-24,0.0,0.5,64,41,53,0.00
1989-10-25,0.0,0.5,55,32,44,0.60
1989-10-26,0.5,1.1,34,26,29,0.60
1989-10-27,0.7,1.7,49,24,34,0.70
1989-10-28,1.3,2.4,26,22,24,0.50
1989-10-29,1.6,2.9,32,21,24,0.20
1989-10-30,1.5,3.1,36,21,27,0.00
1989-10-31,1.4,3.1,39,21,29,0.00
1989-11-01,1.4,3.1,38,18,25,0.00
1989-11-02,1.4,3.1,44,22,31,0.00
1989-11-03,1.3,3.1,41,27,35,0.00
1989-11-04,1.2,3.1,49,36,40,0.00
1989-11-05,1.0,3.1,45,30,37,0.00
1989-11-06,0.9,3.1,39,26,32,0.00
1989-11-07,0.9,3.1,39,29,32,0.00
1989-11-08,0.9,3.1,40,27,34,0.00
1989-11-09,0.9,3.1,49,38,42,0.00
1989-11-10,0.8,3.1,54,38,45,0.00
1989-11-11,0.3,3.1,62,43,51,0.00
1989-11-12,0.0,3.1,61,40,50,0.00
1989-11-13,0.0,3.1,53,36,44,0.00
1989-11-14,0.0,3.1,37,25,28,0.00
1989-11-15,0.0,3.1,35,23,28,0.00
1989-11-16,0.0,3.1,43,28,34,0.00
1989-11-17,0.0,3.1,41,27,33,0.00
1989-11-18,0.0,3.1,40,28,34,0.00
1989-11-19,0.0,3.1,60,35,46,0.00
1989-11-20,0.0,3.1,62,44,50,0.00
1989-11-21,0.0,3.1,49,32,41,0.00
1989-11-22,0.0,3.1,,37,,0.00
1989-11-23,0.0,3.1,51,33,41,0.10
1989-11-24,0.3,3.2,39,28,33,0.80
1989-11-25,1.0,4.0,40,26,31,0.00
1989-11-26,1.0,4.0,40,21,29,2.00
1989-11-27,2.6,6.0,22,14,19,0.20
1989-11-28,2.6,6.2,33,14,20,0.00
1989-11-29,2.6,6.2,30,18,26,0.00
1989-11-30,2.6,6.2,44,23,30,0.00
1989-12-01,2.5,6.2,35,22,28,0.00
1989-12-02,2.5,6.2,45,24,32,0.00
1989-12-03,2.5,6.2,51,30,35,0.00
1989-12-04,2.5,6.2,49,33,40,0.00
1989-12-05,2.5,6.2,47,31,36,0.00
1989-12-06,2.5,6.2,33,26,30,0.00
1989-12-07,2.5,6.2,39,22,28,0.00
1989-12-08,2.5,6.2,53,26,39,0.00
1989-12-09,2.5,6.2,39,20,32,0.40
1989-12-10,2.9,6.6,24,14,19,0.00
1989-12-11,3.0,6.6,23,10,15,0.00
1989-12-12,3.0,6.6,26,14,19,0.00
1989-12-13,3.0,6.6,25,18,22,0.00
1989-12-14,3.0,6.6,29,25,27,0.00
1989-12-15,3.0,6.6,32,19,26,0.00
1989-12-16,3.0,6.6,24,17,21,0.20
1989-12-17,3.5,6.8,27,19,23,0.20
1989-12-18,3.6,7.0,23,13,19,0.00
1989-12-19,3.6,7.0,29,17,23,0.00
1989-12-20,3.8,7.0,37,25,29,0.00
1989-12-21,3.8,7.0,37,22,28,0.00
1989-12-22,3.8,7.0,34,24,28,0.00
1989-12-23,3.8,7.0,42,27,33,0.00
1989-12-24,3.8,7.0,47,24,32,0.00
1989-12-25,3.8,7.0,54,26,36,0.00
1989-12-26,3.8,7.0,53,30,37,0.00
1989-12-27,3.8,7.0,46,27,35,0.00
1989-12-28,3.8,7.0,39,25,32,0.00
1989-12-29,3.8,7.0,37,20,23,0.00
1989-12-30,3.8,7.0,28,18,22,0.00
1989-12-31,3.8,7.0,32,19,26,0.00
1990-01-01,3.8,7.0,42,26,33,0.00
1990-01-02,3.8,7.0,34,12,21,0.60
1990-01-03,4.7,7.6,22,7,13,0.00
1990-01-04,4.7,7.6,23,11,17,0.00
1990-01-05,4.7,7.6,33,19,23,0.00
1990-01-06,4.9,7.6,39,21,28,0.00
1990-01-07,4.9,7.6,39,23,31,0.00
1990-01-08,4.9,7.6,42,32,36,0.60
1990-01-09,5.6,8.2,53,35,42,0.00
1990-01-10,5.6,8.2,49,38,44,0.00
1990-01-11,5.6,8.2,57,33,42,0.00
1990-01-12,5.6,8.2,51,33,40,0.10
1990-01-13,5.6,8.3,40,31,35,0.00
1990-01-14,5.9,8.3,35,24,30,0.30
1990-01-15,6.3,8.6,31,22,26,0.10
1990-01-16,6.5,8.7,35,22,25,0.30
1990-01-17,6.7,9.0,27,16,21,0.00
1990-01-18,6.8,9.0,21,15,18,0.00
1990-01-19,6.8,9.0,21,13,17,0.00
1990-01-20,6.8,9.0,25,17,21,0.10
1990-01-21,6.8,9.1,34,17,26,0.00
1990-01-22,6.8,9.1,44,23,30,0.00
1990-01-23,6.8,9.1,33,15,26,0.10
1990-01-24,6.8,9.2,21,13,17,0.00
1990-01-25,6.9,9.2,35,17,27,0.10
1990-01-26,6.9,9.3,43,11,28,0.10
1990-01-27,7.2,9.4,20,9,15,0.00
1990-01-28,7.2,9.4,30,18,24,0.10
1990-01-29,7.2,9.5,32,18,24,0.30
1990-01-30,7.5,9.8,38,23,31,0.10
1990-01-31,7.9,9.9,26,16,22,0.00
1990-02-01,8.0,9.9,27,17,22,0.30
1990-02-02,8.4,10.2,23,15,19,0.00
1990-02-03,8.5,10.2,39,16,26,0.00
1990-02-04,8.5,10.2,39,18,26,0.00
1990-02-05,8.5,10.2,28,18,22,0.10
1990-02-06,8.7,10.3,38,19,28,0.20
1990-02-07,8.7,10.5,28,9,18,0.40
1990-02-08,9.3,10.9,26,8,17,0.10
1990-02-09,9.3,11.0,30,20,24,0.00
1990-02-10,9.3,11.0,32,25,30,0.10
1990-02-11,9.6,11.1,46,29,35,0.10
1990-02-12,9.7,11.2,39,16,31,0.70
1990-02-13,10.6,11.9,26,11,17,0.10
1990-02-14,10.8,12.0,12,6,9,0.20
1990-02-15,11.1,12.2,15,0,7,0.00
1990-02-16,11.1,12.2,23,5,15,0.00
1990-02-17,11.1,12.2,23,14,18,0.20
1990-02-18,11.7,12.4,21,14,16,0.20
1990-02-19,11.7,12.6,23,15,20,0.00
1990-02-20,11.8,12.6,40,18,25,0.20
1990-02-21,11.9,12.8,31,23,27,0.10
1990-02-22,11.9,12.9,39,25,31,0.00
1990-02-23,11.9,12.9,46,26,34,0.00
1990-02-24,11.9,12.9,53,30,38,0.00
1990-02-25,11.9,12.9,50,33,40,0.00
1990-02-26,11.9,12.9,53,33,41,0.00
1990-02-27,11.9,12.9,43,23,33,0.00
1990-02-28,11.9,12.9,38,18,26,0.00
1990-03-01,11.9,12.9,51,27,35,0.20
1990-03-02,12.0,13.1,46,31,36,0.00
1990-03-03,12.0,13.1,38,29,34,0.00
1990-03-04,12.1,13.1,49,29,36,0.40
1990-03-05,12.4,13.5,36,28,31,0.60
1990-03-06,13.2,14.1,30,27,29,0.00
1990-03-07,13.2,14.1,40,28,32,0.00
1990-03-08,13.2,14.1,48,28,39,0.00
1990-03-09,13.2,14.1,53,33,42,0.00
1990-03-10,13.2,14.1,56,35,43,0.00
1990-03-11,13.2,14.1,41,17,27,0.30
1990-03-12,14.0,14.4,29,14,19,0.00
1990-03-13,14.1,14.4,23,16,18,0.30
1990-03-14,14.4,14.7,28,18,22,0.30
1990-03-15,15.0,15.0,28,21,25,0.10
1990-03-16,15.2,15.1,39,23,31,0.20
1990-03-17,15.3,15.3,49,28,37,0.00
1990-03-18,15.3,15.3,51,30,40,0.00
1990-03-19,15.1,15.3,55,31,43,0.00
1990-03-20,14.7,15.3,56,39,47,0.00
1990-03-21,14.3,15.3,51,36,44,0.10
1990-03-22,13.6,15.4,59,37,47,0.00
1990-03-23,12.9,15.4,46,31,39,0.00
1990-03-24,12.7,15.4,45,24,34,0.00
1990-03-25,12.3,15.4,51,25,38,0.00
1990-03-26,11.7,15.4,61,29,45,0.10
1990-03-27,11.0,15.5,54,33,43,0.10
1990-03-28,10.6,15.6,33,26,29,0.70
1990-03-29,10.6,16.3,36,26,29,0.10
1990-03-30,10.6,16.4,49,27,36,0.10
1990-03-31,10.6,16.5,53,31,43,0.00
1990-04-01,10.3,16.5,61,38,47,0.00
1990-04-02,9.2,16.5,61,38,47,0.00
1990-04-03,8.5,16.5,62,41,49,0.00
1990-04-04,7.5,16.5,64,40,49,0.00
1990-04-05,6.1,16.5,53,38,46,0.00
1990-04-06,4.8,16.5,57,35,45,0.00
1990-04-07,4.2,16.5,53,37,42,0.00
1990-04-08,3.5,16.5,50,32,39,0.40
1990-04-09,3.4,16.9,47,33,38,0.00
1990-04-10,2.9,16.9,55,33,44,0.00
1990-04-11,2.2,16.9,60,38,50,0.00
1990-04-12,1.0,16.9,55,40,46,0.00
1990-04-13,0.6,16.9,54,37,46,0.00
1990-04-14,0.3,16.9,67,43,55,0.00
1990-04-15,0.0,16.9,69,49,60,0.00
1990-04-16,0.0,16.9,67,40,56,0.00
1990-04-17,0.0,16.9,52,34,41,0.00
1990-04-18,0.0,16.9,52,36,42,0.30
1990-04-19,0.0,17.2,60,37,49,0.00
1990-04-20,0.0,17.2,65,41,52,0.00
1990-04-21,0.0,17.2,64,39,49,0.20
1990-04-22,0.0,17.4,57,38,47,0.10
1990-04-23,0.0,17.5,53,36,41,0.00
1990-04-24,0.0,17.5,48,35,40,0.30
1990-04-25,0.0,17.8,47,32,40,0.30
1990-04-26,0.3,18.1,39,30,35,0.30
1990-04-27,0.5,18.4,51,30,39,0.10
1990-04-28,0.6,18.5,55,21,38,0.00
1990-04-29,0.3,18.5,36,20,26,0.00
1990-04-30,0.1,18.5,40,23,31,0.00
1990-05-01,0.0,18.5,50,24,35,0.00
1990-05-02,0.0,18.5,54,33,44,0.00
1990-05-03,0.0,18.5,53,35,44,0.00
1990-05-04,0.0,18.5,58,36,49,0.00
1990-05-05,0.0,18.5,66,40,53,0.00
1990-05-06,0.0,18.5,74,47,63,0.00
1990-05-07,0.0,18.5,56,35,45,0.10
1990-05-08,0.0,18.6,41,26,32,0.10
1990-05-09,0.0,18.7,55,28,41,0.00
1990-05-10,0.0,18.7,67,39,54,0.00
1990-05-11,0.0,18.7,57,36,50,0.60
1990-05-12,0.0,19.3,56,34,44,0.20
1990-05-13,0.0,19.5,52,35,43,0.10
1990-05-14,0.0,19.6,60,36,45,0.50
1990-05-15,0.0,20.1,48,29,39,0.00
1990-05-16,0.0,20.1,54,32,43,0.00
1990-05-17,0.0,20.1,71,41,55,0.00
1990-05-18,0.0,20.1,62,42,53,0.00
1990-05-19,0.0,20.1,64,37,47,0.50
1990-05-20,0.0,20.6,60,34,47,0.00
1990-05-21,0.0,20.6,70,40,56,0.00
1990-05-22,0.0,20.6,72,52,62,0.00
1990-05-23,0.0,20.6,75,50,64,0.20
1990-05-24,0.0,20.8,60,31,42,0.00
1990-05-25,0.0,20.8,57,29,42,0.00
1990-05-26,0.0,20.8,60,43,51,0.00
1990-05-27,0.0,20.8,68,44,58,0.00
1990-05-28,0.0,20.8,63,42,54,0.00
1990-05-29,0.0,20.8,56,38,46,0.20
1990-05-30,0.0,21.0,56,41,45,0.50
1990-05-31,0.0,21.5,60,32,47,0.00
1990-06-01,0.0,21.5,45,29,35,0.00
1990-06-02,0.0,21.5,63,32,46,0.00
1990-06-03,0.0,21.5,80,44,65,0.00
1990-06-04,0.0,21.5,73,49,65,0.00
1990-06-05,0.0,21.5,72,42,61,0.00
1990-06-06,0.0,21.5,74,44,61,0.00
1990-06-07,0.0,21.5,69,48,58,0.00
1990-06-08,0.0,21.5,76,44,62,0.00
1990-06-09,0.0,21.5,83,53,65,0.00
1990-06-10,0.0,21.5,69,50,59,0.30
1990-06-11,0.0,21.8,62,42,51,0.50
1990-06-12,0.0,22.3,57,38,47,0.00
1990-06-13,0.0,22.3,66,38,50,0.00
1990-06-14,0.0,22.3,68,40,54,0.10
1990-06-15,0.0,22.4,65,38,51,0.20
1990-06-16,0.0,22.6,62,40,49,0.10
1990-06-17,0.0,22.7,78,45,61,0.00
1990-06-18,0.0,22.7,76,49,66,0.00
1990-06-19,0.0,22.7,69,43,58,0.00
1990-06-20,0.0,22.7,75,47,63,0.00
1990-06-21,0.0,22.7,78,53,67,0.00
1990-06-22,0.0,22.7,91,56,72,0.00
1990-06-23,0.0,22.7,90,61,76,0.00
1990-06-24,0.0,22.7,90,62,75,0.00
1990-06-25,0.0,22.7,94,64,78,0.00
1990-06-26,0.0,22.7,91,65,78,0.00
1990-06-27,0.0,22.7,87,61,73,0.00
1990-06-28,0.0,22.7,89,55,73,0.00
1990-06-29,0.0,22.7,93,62,76,0.00
1990-06-30,0.0,22.7,93,64,76,0.00
1990-07-01,0.0,22.7,92,68,77,0.00
1990-07-02,0.0,22.7,89,58,75,0.00
1990-07-03,0.0,22.7,82,48,65,0.00
1990-07-04,0.0,22.7,88,59,73,0.00
1990-07-05,0.0,22.7,91,60,76,0.00
1990-07-06,0.0,22.7,88,61,74,0.00
1990-07-07,0.0,22.7,88,61,71,0.00
1990-07-08,0.0,22.7,81,54,62,0.00
1990-07-09,0.0,22.7,81,53,63,0.00
1990-07-10,0.0,22.7,81,51,68,0.00
1990-07-11,0.0,22.7,90,60,73,0.00
1990-07-12,0.0,22.7,93,62,76,0.00
1990-07-13,0.0,22.7,83,63,71,0.00
1990-07-14,0.0,22.7,86,58,69,0.30
1990-07-15,0.0,23.0,85,58,71,0.00
1990-07-16,0.0,23.0,83,56,72,0.00
1990-07-17,0.0,23.0,89,60,74,0.00
1990-07-18,0.0,23.0,85,61,70,0.00
1990-07-19,0.0,23.0,80,57,66,0.30
1990-07-20,0.0,23.3,81,54,68,0.00
1990-07-21,0.0,23.3,79,50,64,0.00
1990-07-22,0.0,23.3,85,54,69,0.00
1990-07-23,0.0,23.3,86,54,68,0.00
1990-07-24,0.0,23.3,80,53,62,0.10
1990-07-25,0.0,23.4,83,52,68,0.00
1990-07-26,0.0,23.4,73,45,60,0.00
1990-07-27,0.0,23.4,78,51,64,0.00
1990-07-28,0.0,23.4,85,54,69,0.00
1990-07-29,0.0,23.4,86,50,68,0.00
1990-07-30,0.0,23.4,90,51,70,0.00
1990-07-31,0.0,23.4,90,60,75,0.00
1990-08-01,0.0,23.4,82,57,69,0.00
1990-08-02,0.0,23.4,83,54,70,0.00
1990-08-03,0.0,23.4,83,54,69,0.00
1990-08-04,0.0,23.4,83,56,69,0.00
1990-08-05,0.0,23.4,87,52,70,0.00
1990-08-06,0.0,23.4,90,62,74,0.00
1990-08-07,0.0,23.4,93,66,79,0.00
1990-08-08,0.0,23.4,95,66,78,0.00
1990-08-09,0.0,23.4,94,67,77,0.00
1990-08-10,0.0,23.4,88,63,73,0.00
1990-08-11,0.0,23.4,86,57,69,0.00
1990-08-12,0.0,23.4,83,54,67,0.00
1990-08-13,0.0,23.4,86,51,66,0.00
1990-08-14,0.0,23.4,86,54,69,0.10
1990-08-15,0.0,23.5,77,56,64,0.00
1990-08-16,0.0,23.5,72,52,59,0.50
1990-08-17,0.0,24.0,76,50,60,0.10
1990-08-18,0.0,24.1,82,50,63,0.00
1990-08-19,0.0,24.1,74,54,62,0.00
1990-08-20,0.0,24.1,74,46,60,0.20
1990-08-21,0.0,24.3,75,53,61,0.00
1990-08-22,0.0,24.3,74,49,62,0.00
1990-08-23,0.0,24.3,79,48,63,0.00
1990-08-24,0.0,24.3,78,49,64,0.00
1990-08-25,0.0,24.3,79,47,63,0.00
1990-08-26,0.0,24.3,79,54,67,0.00
1990-08-27,0.0,24.3,83,56,69,0.00
1990-08-28,0.0,24.3,85,55,70,0.00
1990-08-29,0.0,24.3,90,59,74,0.00
1990-08-30,0.0,24.3,80,55,68,0.00
